"icono","Año","Región agrícola","Municipio","Barrio","Cultivo","Nombre cientifíco","Unidad de producción","Producción","Producción en libras","Producción en kilogramos","Cuerdas sembradas","Hectáreas sembradas","Pies cuadrados sembrados","Cuerdas cosechadas","Hectáreas cosechadas","Pies cuadrados cosechados","USDA plant database"
"","2013","Utuado","Adjuntas","Garzas","Ají dulce","Capsicum chinense","Quintal","200","20,000.00","9,071.84","2.00","0.79","84,612.85","2.00","0.79","84,612.85","USDA plant database"
"","2014","Utuado","Adjuntas","Garzas","Ají dulce","Capsicum chinense","Quintal","400","40,000.00","18,143.68","4.00","1.57","169,225.71","4.00","1.57","169,225.71","USDA plant database"
"","2015","Utuado","Adjuntas","Garzas","Ají dulce","Capsicum chinense","Quintal","500","50,000.00","22,679.60","5.00","1.97","211,532.13","5.00","1.97","211,532.13","USDA plant database"
"","2016","Utuado","Adjuntas","Garzas","Ají dulce","Capsicum chinense","Quintal","1,000","100,000.00","45,359.20","10.00","3.93","423,064.26","10.00","3.93","423,064.26","USDA plant database"
"","2015","Utuado","Adjuntas","Guayabo Dulce","Rambután","Nephelium lappaceum","Quintal","80","8,000.00","3,628.74","4.00","1.57","169,225.71","4.00","1.57","169,225.71","USDA plant database"
"","2016","Utuado","Adjuntas","Guayabo Dulce","Rambután","Nephelium lappaceum","Quintal","80","8,000.00","3,628.74","4.00","1.57","169,225.71","4.00","1.57","169,225.71","USDA plant database"
"","2016","Naranjito","Aibonito","Pasto","Ají dulce - en bancos","Capsicum chinense","Quintal","36","3,667.00","1,663.32","0.02","0.01","1,000.00","0.02","0.01","700.00","USDA plant database"
"","2013","Mayagüez","Aguada","Guanábano","Ají dulce","Capsicum chinense","Quintal","980","98,000.00","44,452.02","9.00","3.54","380,757.84","9.00","3.54","380,757.84","USDA plant database"
"","2014","Mayagüez","Aguada","Guanábano","Ají dulce","Capsicum chinense","Quintal","640","64,000.00","29,029.89","9.00","3.54","380,757.84","9.00","3.54","380,757.84","USDA plant database"
"","2015","Mayagüez","Aguada","Guanábano","Ají dulce","Capsicum chinense","Quintal","150","15,000.00","6,803.88","1.00","0.39","42,306.43","1.00","0.39","42,306.43","USDA plant database"
"","2016","Mayagüez","Aguada","Guanábano","Ají dulce","Capsicum chinense","Quintal","300","30,000.00","13,607.76","2.00","0.79","84,612.85","2.00","0.79","84,612.85","USDA plant database"
"","2015","Mayagüez","Aguadilla","Guerrero","Ají dulce","Capsicum chinense","Quintal","60","6,000.00","2,721.55","2.00","0.79","84,612.85","2.00","0.79","84,612.85","USDA plant database"
"","2013","Mayagüez","Aguada","Piedras Blancas","Ají dulce","Capsicum chinense","Quintal","0","0.00","0.00","2.00","0.79","84,612.85","0.00","0.00","0.00","USDA plant database"
"","2014","Mayagüez","Aguada","Piedras Blancas","Ají dulce","Capsicum chinense","Quintal","40","4,000.00","1,814.37","2.00","0.79","84,612.85","2.00","0.79","84,612.85","USDA plant database"
"","2015","Mayagüez","Aguada","Piedras Blancas","Ají dulce","Capsicum chinense","Quintal","68","6,800.00","3,084.43","3.00","1.18","126,919.28","3.00","1.18","126,919.28","USDA plant database"
"","2016","Mayagüez","Aguada","Piedras Blancas","Ají dulce","Capsicum chinense","Quintal","22","2,200.00","997.90","2.00","0.79","84,612.85","2.00","0.79","84,612.85","USDA plant database"
"","2013","Mayagüez","Aguadilla","Caimital Alto","Ají dulce","Capsicum chinense","Quintal","48","4,800.00","2,177.24","2.00","0.79","84,612.85","2.00","0.79","84,612.85","USDA plant database"
"","2014","Mayagüez","Aguadilla","Caimital Alto","Ají dulce","Capsicum chinense","Quintal","48","4,800.00","2,177.24","2.00","0.79","84,612.85","2.00","0.79","84,612.85","USDA plant database"
"","2016","Mayagüez","Aguadilla","Guerrero","Ají dulce","Capsicum chinense","Quintal","30","3,000.00","1,360.78","1.00","0.39","42,306.43","1.00","0.39","42,306.43","USDA plant database"
"","2014","Mayagüez","Aguadilla","Palmar","Ají dulce","Capsicum chinense","Quintal","150","15,000.00","6,803.88","4.00","1.57","169,225.71","3.00","1.18","126,919.28","USDA plant database"
"","2015","Mayagüez","Aguadilla","Palmar","Ají dulce","Capsicum chinense","Quintal","0","0.00","0.00","2.00","0.79","84,612.85","0.00","0.00","0.00","USDA plant database"
"","2016","Ponce","Ponce","Real","Chironja","Citrus paradisi × Citrus sinensis","Millar","0","0.00","0.00","1.00","0.39","42,306.43","0.00","0.00","0.00","No aparece en la base de datos del USDA' target='_blank'>No aparece en la base de datos del USDA"
"","2016","Mayagüez","Aguadilla","Palmar","Ají dulce","Capsicum chinense","Quintal","5","500.00","226.80","0.20","0.08","8,461.29","0.20","0.08","8,461.29","USDA plant database"
"","2016","Caguas","Aguas Buenas","Bayamoncito","Ají dulce","Capsicum chinense","Quintal","500","50,000.00","22,679.60","2.00","0.79","84,612.85","2.00","0.79","84,612.85","USDA plant database"
"","2013","Caguas","Aguas Buenas","Jagüeyes","Ají dulce","Capsicum chinense","Quintal","4","400.00","181.44","0.25","0.10","10,576.61","0.25","0.10","10,576.61","USDA plant database"
"","2013","Caguas","Aguas Buenas","Sumidero","Ají dulce","Capsicum chinense","Quintal","20","2,000.00","907.18","1.00","0.39","42,306.43","1.00","0.39","42,306.43","USDA plant database"
"","2014","Caguas","Aguas Buenas","Sumidero","Ají dulce","Capsicum chinense","Quintal","10","1,000.00","453.59","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2013","Naranjito","Aibonito","Pasto","Ají dulce","Capsicum chinense","Quintal","20","2,000.00","907.18","0.08","0.03","3,384.51","0.08","0.03","3,384.51","USDA plant database"
"","2014","Naranjito","Aibonito","Pasto","Ají dulce","Capsicum chinense","Quintal","20","2,000.00","907.18","0.08","0.03","3,384.51","0.08","0.03","3,384.51","USDA plant database"
"","2015","Naranjito","Aibonito","Pasto","Ají dulce - en bancos","Capsicum chinense","Quintal","17","1,734.00","786.53","0.02","0.01","1,000.00","0.01","0.00","500.00","USDA plant database"
"","2016","Mayagüez","Añasco","Cerro Gordo","Ají dulce","Capsicum chinense","Quintal","50","5,000.00","2,267.96","3.00","1.18","126,919.28","2.00","0.79","84,612.85","USDA plant database"
"","2014","Naranjito","Aibonito","Plata","Ají dulce - hidropónico","Capsicum chinense","Quintal","5,000","500,000.00","226,796.00","0.00","0.00","0.00","","","","USDA plant database"
"","2013","Mayagüez","Añasco","Carreras","Ají dulce","Capsicum chinense","Quintal","500","50,000.00","22,679.60","10.00","3.93","423,064.26","10.00","3.93","423,064.26","USDA plant database"
"","2014","Mayagüez","Añasco","Carreras","Ají dulce","Capsicum chinense","Quintal","250","25,000.00","11,339.80","5.00","1.97","211,532.13","5.00","1.97","211,532.13","USDA plant database"
"","2015","Mayagüez","Añasco","Carreras","Ají dulce - en bancos","Capsicum chinense","Quintal","200","20,000.00","9,071.84","0.39","0.15","16,349.74","0.35","0.14","15,000.00","USDA plant database"
"","2015","Lares","Las Marías","Cerrote","Chironja","Citrus paradisi × Citrus sinensis","Millar","0","166.66","75.60","0.08","0.04","3,384.52","0.04","0.02","1,692.26","No aparece en la base de datos del USDA' target='_blank'>No aparece en la base de datos del USDA"
"","2016","Mayagüez","Añasco","Carreras","Ají dulce - en bancos","Capsicum chinense","Quintal","200","20,000.00","9,071.84","0.39","0.15","16,349.74","0.35","0.14","15,000.00","USDA plant database"
"","2013","Mayagüez","Añasco","Casey Arriba","Ají dulce","Capsicum chinense","Quintal","5","500.00","226.80","0.25","0.10","10,576.61","0.25","0.10","10,576.61","USDA plant database"
"","2015","Mayagüez","Añasco","Cerro Gordo","Ají dulce","Capsicum chinense","Quintal","25","2,500.00","1,133.98","1.00","0.39","42,306.43","1.00","0.39","42,306.43","USDA plant database"
"","2016","Mayagüez","Añasco","Corcovada","Ají dulce","Capsicum chinense","Quintal","90","9,000.00","4,082.32","1.50","0.59","63,459.64","1.50","0.59","63,459.64","USDA plant database"
"","2016","Mayagüez","Añasco","Espino","Ají dulce","Capsicum chinense","Quintal","600","60,000.00","27,215.52","3.00","1.18","126,919.28","3.00","1.18","126,919.28","USDA plant database"
"","2016","Mayagüez","Añasco","Humatas","Ají dulce","Capsicum chinense","Quintal","30","3,000.00","1,360.78","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2013","Mayagüez","Añasco","Ovejas","Ají dulce","Capsicum chinense","Quintal","0","0.00","0.00","2.00","0.79","84,612.85","0.00","0.00","0.00","USDA plant database"
"","2014","Mayagüez","Añasco","Ovejas","Ají dulce","Capsicum chinense","Quintal","200","20,000.00","9,071.84","2.00","0.79","84,612.85","2.00","0.79","84,612.85","USDA plant database"
"","2016","Mayagüez","Añasco","Río Arriba","Ají dulce","Capsicum chinense","Quintal","35","3,500.00","1,587.57","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2013","Arecibo","Arecibo","Esperanza","Ají dulce","Capsicum chinense","Quintal","100","10,000.00","4,535.92","1.00","0.39","42,306.43","1.00","0.39","42,306.43","USDA plant database"
"","2014","Arecibo","Arecibo","Esperanza","Ají dulce","Capsicum chinense","Quintal","306","30,600.00","13,879.92","3.00","1.18","126,919.28","3.00","1.18","126,919.28","USDA plant database"
"","2016","Arecibo","Arecibo","Esperanza","Ají dulce","Capsicum chinense","Quintal","8","800.00","362.87","4.70","1.85","198,840.20","4.70","1.85","198,840.20","USDA plant database"
"","2013","Arecibo","Arecibo","Garrochales","Ají dulce","Capsicum chinense","Quintal","20","2,000.00","907.18","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2014","Arecibo","Arecibo","Garrochales","Ají dulce","Capsicum chinense","Quintal","20","2,000.00","907.18","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2015","Arecibo","Arecibo","Garrochales","Ají dulce","Capsicum chinense","Quintal","30","3,000.00","1,360.78","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2016","Arecibo","Arecibo","Garrochales","Ají dulce","Capsicum chinense","Quintal","30","3,000.00","1,360.78","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2014","Arecibo","Arecibo","Hato Viejo","Ají dulce","Capsicum chinense","Quintal","0","0.00","0.00","2.00","0.79","84,612.85","0.00","0.00","0.00","USDA plant database"
"","2015","Arecibo","Arecibo","Hato Viejo","Ají dulce","Capsicum chinense","Quintal","18","1,800.00","816.47","2.00","0.79","84,612.85","0.90","0.35","38,075.78","USDA plant database"
"","2016","Arecibo","Arecibo","Hato Viejo","Ají dulce","Capsicum chinense","Quintal","27","2,700.00","1,224.70","3.00","1.18","126,919.28","1.35","0.53","57,113.68","USDA plant database"
"","2013","Arecibo","Arecibo","Miraflores","Ají dulce","Capsicum chinense","Quintal","830","83,000.00","37,648.14","6.00","2.36","253,838.56","6.00","2.36","253,838.56","USDA plant database"
"","2014","Arecibo","Arecibo","Miraflores","Ají dulce","Capsicum chinense","Quintal","845","84,500.00","38,328.52","7.00","2.75","296,144.98","7.00","2.75","296,144.98","USDA plant database"
"","2015","Arecibo","Arecibo","Miraflores","Ají dulce","Capsicum chinense","Quintal","77","7,749.00","3,514.88","1.00","0.40","42,306.43","1.00","0.40","42,306.43","USDA plant database"
"","2016","Arecibo","Arecibo","Miraflores","Ají dulce","Capsicum chinense","Quintal","144","14,496.00","6,575.27","1.75","0.69","74,036.25","1.75","0.69","74,036.25","USDA plant database"
"","2016","Arecibo","Arecibo","Sabana Hoyos","Ají dulce","Capsicum chinense","Quintal","10","1,000.00","453.59","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2013","Naranjito","Barranquitas","Barrancas","Ají dulce","Capsicum chinense","Quintal","34","3,400.00","1,542.21","3.50","1.38","148,072.49","3.50","1.38","148,072.49","USDA plant database"
"","2016","Arecibo","Arecibo","Santana","Ají dulce","Capsicum chinense","Quintal","45","4,500.00","2,041.16","0.75","0.29","31,729.82","0.75","0.29","31,729.82","USDA plant database"
"","2015","Naranjito","Barranquitas","Barrancas","Ají dulce","Capsicum chinense","Quintal","20","2,000.00","907.18","3.00","1.18","126,919.28","1.00","0.39","42,306.43","USDA plant database"
"","2016","Naranjito","Barranquitas","Barrancas","Ají dulce","Capsicum chinense","Quintal","126","12,600.00","5,715.24","3.50","1.38","148,072.50","3.25","1.28","137,495.89","USDA plant database"
"","2016","Naranjito","Barranquitas","Cañabón","Ají dulce","Capsicum chinense","Quintal","40","4,000.00","1,814.36","5.25","2.06","222,108.75","2.00","0.78","84,612.86","USDA plant database"
"","2015","Naranjito","Aibonito","Cuyón","Seta - en bancos","Agaricus spp.","Quintal","4,680","468,000.00","212,281.06","0.00","0.00","4.18","0.00","0.00","4.18","No aparece en la base de datos del USDA' target='_blank'>No aparece en la base de datos del USDA"
"","2014","Naranjito","Barranquitas","Cañabón","Ají dulce","Capsicum chinense","Quintal","140","14,000.00","6,350.29","8.00","3.14","338,451.41","4.00","1.57","169,225.71","USDA plant database"
"","2015","Naranjito","Barranquitas","Cañabón","Ají dulce","Capsicum chinense","Quintal","28","2,800.00","1,270.05","1.50","0.59","63,459.64","1.50","0.59","63,459.64","USDA plant database"
"","2013","Naranjito","Barranquitas","Helechal","Ají dulce","Capsicum chinense","Quintal","70","7,000.00","3,175.14","6.00","2.36","253,838.56","5.00","1.97","211,532.13","USDA plant database"
"","2016","Arecibo","Arecibo","Río Arriba","Chironja","Citrus paradisi × Citrus sinensis","Millar","2","666.66","302.39","1.00","0.39","42,306.43","1.00","0.39","42,306.43","No aparece en la base de datos del USDA' target='_blank'>No aparece en la base de datos del USDA"
"","2014","Naranjito","Barranquitas","Helechal","Ají dulce","Capsicum chinense","Quintal","80","8,000.00","3,628.74","6.00","2.36","253,838.56","6.00","2.36","253,838.56","USDA plant database"
"","2016","Naranjito","Barranquitas","Helechal","Ají dulce","Capsicum chinense","Quintal","10","1,000.00","453.59","1.00","0.40","42,306.42","0.50","0.20","21,153.21","USDA plant database"
"","2015","Naranjito","Barranquitas","Quebrada Grande","Ají dulce","Capsicum chinense","Quintal","30","3,000.00","1,360.78","1.00","0.39","42,306.43","1.00","0.39","42,306.43","USDA plant database"
"","2014","Naranjito","Barranquitas","Honduras","Ají dulce","Capsicum chinense","Quintal","300","30,000.00","13,607.76","3.00","1.18","126,919.28","3.00","1.18","126,919.28","USDA plant database"
"","2016","Naranjito","Barranquitas","Honduras","Ají dulce","Capsicum chinense","Quintal","0","0.00","0.00","1.50","0.59","63,459.64","0.00","0.00","0.00","USDA plant database"
"","2015","Naranjito","Barranquitas","Palo Hincado","Ají dulce","Capsicum chinense","Quintal","10","1,000.00","453.59","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2016","Naranjito","Barranquitas","Palo Hincado","Ají dulce","Capsicum chinense","Quintal","30","3,000.00","1,360.78","1.50","0.59","63,459.64","1.50","0.59","63,459.64","USDA plant database"
"","2016","Naranjito","Barranquitas","Quebrada Grande","Ají dulce","Capsicum chinense","Quintal","20","2,000.00","907.18","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2013","Naranjito","Barranquitas","Quebrada Grande","Ají dulce","Capsicum chinense","Quintal","55","5,500.00","2,494.76","2.50","0.98","105,766.07","2.50","0.98","105,766.07","USDA plant database"
"","2014","Naranjito","Barranquitas","Quebrada Grande","Ají dulce","Capsicum chinense","Quintal","90","9,000.00","4,082.33","4.00","1.57","169,225.71","2.00","0.79","84,612.85","USDA plant database"
"","2016","Naranjito","Barranquitas","Quebradillas","Ají dulce - hidropónico","Capsicum chinense","Quintal","126","12,600.00","5,715.26","0.21","0.08","9,000.00","0.14","0.06","6,000.00","USDA plant database"
"","2013","Naranjito","Barranquitas","Quebradillas","Ají dulce","Capsicum chinense","Quintal","144","14,400.00","6,531.72","7.50","2.95","317,298.20","7.50","2.95","317,298.20","USDA plant database"
"","2014","Naranjito","Barranquitas","Quebradillas","Ají dulce","Capsicum chinense","Quintal","231","23,100.00","10,477.98","11.00","4.32","465,370.69","9.50","3.73","401,911.05","USDA plant database"
"","2015","Naranjito","Barranquitas","Quebradillas","Ají dulce","Capsicum chinense","Quintal","105","10,500.00","4,762.71","8.50","3.34","359,604.63","6.75","2.66","285,568.38","USDA plant database"
"","2016","Naranjito","Barranquitas","Quebradillas","Ají dulce","Capsicum chinense","Quintal","290","29,000.00","13,154.16","10.75","4.22","454,794.10","10.75","4.22","454,794.10","USDA plant database"
"","2015","Naranjito","Barranquitas","Quebradillas","Ají dulce - hidropónico","Capsicum chinense","Quintal","126","12,600.00","5,715.26","0.21","0.08","9,000.00","0.14","0.06","6,000.00","USDA plant database"
"","2014","San Germán","Cabo Rojo","Boquerón","Ají dulce","Capsicum chinense","Quintal","10","1,000.00","453.59","0.25","0.10","10,576.61","0.25","0.10","10,576.61","USDA plant database"
"","2022","4","Juana Díaz","Barrio Pueblo","Mataderos","","","","","","","","","","","","No aparece en la base de datos del USDA' target='_blank'>No aparece en la base de datos del USDA"
"","2022","2","Ciales","Barrio Pueblo","Mataderos","","","","","","","","","","","","No aparece en la base de datos del USDA' target='_blank'>No aparece en la base de datos del USDA"
"","2013","San Germán","Cabo Rojo","Bajura","Ají dulce","Capsicum chinense","Quintal","1","100.00","45.36","0.20","0.08","8,461.29","0.10","0.04","4,230.64","USDA plant database"
"","2014","San Germán","Cabo Rojo","Bajura","Ají dulce","Capsicum chinense","Quintal","3","300.00","136.08","0.20","0.08","8,461.29","0.20","0.08","8,461.29","USDA plant database"
"","2015","San Germán","Cabo Rojo","Bajura","Ají dulce","Capsicum chinense","Quintal","3","300.00","136.08","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2016","San Germán","Cabo Rojo","Bajura","Ají dulce","Capsicum chinense","Quintal","3","300.00","136.08","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2013","San Germán","Cabo Rojo","Boquerón","Ají dulce","Capsicum chinense","Quintal","10","1,000.00","453.59","0.25","0.10","10,576.61","0.25","0.10","10,576.61","USDA plant database"
"","2015","San Germán","Cabo Rojo","Boquerón","Ají dulce","Capsicum chinense","Quintal","3","300.00","136.08","0.11","0.04","4,653.70","0.11","0.04","4,653.70","USDA plant database"
"","2016","San Germán","Cabo Rojo","Pedernales","Rambután","Nephelium lappaceum","Quintal","4","400.00","181.44","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2013","Caguas","Caguas","Beatriz","Ají dulce","Capsicum chinense","Quintal","40","4,000.00","1,814.37","1.00","0.39","42,306.43","1.00","0.39","42,306.43","USDA plant database"
"","2013","San Germán","Cabo Rojo","Llanos Costa","Ají dulce","Capsicum chinense","Quintal","1,200","120,000.00","54,431.04","12.00","4.72","507,677.12","12.00","4.72","507,677.12","USDA plant database"
"","2014","San Germán","Cabo Rojo","Llanos Costa","Ají dulce","Capsicum chinense","Quintal","1,200","120,000.00","54,431.04","5.00","1.97","211,532.13","5.00","1.97","211,532.13","USDA plant database"
"","2015","San Germán","Cabo Rojo","Llanos Costa","Ají dulce","Capsicum chinense","Quintal","300","30,000.00","13,607.76","2.00","0.79","84,612.85","2.00","0.79","84,612.85","USDA plant database"
"","2016","San Germán","Cabo Rojo","Llanos Costa","Ají dulce","Capsicum chinense","Quintal","700","70,000.00","31,751.44","6.00","2.36","253,838.56","6.00","2.36","253,838.56","USDA plant database"
"","2015","San Germán","Cabo Rojo","Monte Grande","Ají dulce","Capsicum chinense","Quintal","20","2,000.00","907.18","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2016","San Germán","Cabo Rojo","Monte Grande","Ají dulce","Capsicum chinense","Quintal","20","2,000.00","907.18","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2014","Caguas","Caguas","Beatriz","Ají dulce","Capsicum chinense","Quintal","40","4,000.00","1,814.37","1.00","0.39","42,306.43","1.00","0.39","42,306.43","USDA plant database"
"","2015","San Germán","Cabo Rojo","Pedernales","Longan","Dimocarpus longan","Libra","50","50.00","22.68","0.40","0.16","16,922.57","0.40","0.16","16,922.57","USDA plant database"
"","2016","San Germán","Cabo Rojo","Pedernales","Longan","Dimocarpus longan","Libra","125","125.00","56.70","0.40","0.16","16,922.57","0.40","0.16","16,922.57","USDA plant database"
"","2015","San Germán","Cabo Rojo","Pedernales","Rambután","Nephelium lappaceum","Quintal","4","400.00","181.44","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2013","Caguas","Caguas","Borinquen","Ají dulce","Capsicum chinense","Quintal","15","1,500.00","680.39","1.00","0.39","42,306.43","1.00","0.39","42,306.43","USDA plant database"
"","2014","Caguas","Caguas","Borinquen","Ají dulce","Capsicum chinense","Quintal","15","1,500.00","680.39","1.00","0.39","42,306.43","1.00","0.39","42,306.43","USDA plant database"
"","2013","Arecibo","Camuy","Cibao","Ají dulce","Capsicum chinense","Quintal","31","3,100.00","1,406.14","","","","401.39","157.76","16,981,376.50","USDA plant database"
"","2016","Mayagüez","Añasco","Río Arriba","Chironja","Citrus paradisi × Citrus sinensis","Millar","40","13,333.20","6,047.83","1.00","0.39","42,306.43","1.00","0.39","42,306.43","No aparece en la base de datos del USDA' target='_blank'>No aparece en la base de datos del USDA"
"","2014","Arecibo","Camuy","Cibao","Ají dulce","Capsicum chinense","Quintal","31","3,168.00","1,436.98","2.26","0.89","95,612.52","1.51","0.59","63,882.70","USDA plant database"
"","2015","Arecibo","Camuy","Abra Honda","Ají dulce","Capsicum chinense","Quintal","180","18,000.00","8,164.66","7.00","2.75","296,144.98","7.00","2.75","296,144.98","USDA plant database"
"","2016","Arecibo","Camuy","Abra Honda","Ají dulce","Capsicum chinense","Quintal","300","30,000.00","13,607.76","7.00","2.75","296,144.98","7.00","2.75","296,144.98","USDA plant database"
"","2014","Arecibo","Camuy","Quebrada","Ají dulce","Capsicum chinense","Quintal","3","300.00","136.08","0.50","0.20","21,153.21","0.50","0.20","21,153.21","USDA plant database"
"","2013","Arecibo","Camuy","Camuy Arriba","Ají dulce","Capsicum chinense","Quintal","120","12,000.00","5,443.10","1.00","0.39","42,306.43","1.00","0.39","42,306.43","USDA plant database"
"","2014","Arecibo","Camuy","Camuy Arriba","Ají dulce","Capsicum chinense","Quintal","120","12,000.00","5,443.10","1.00","0.39","42,306.43","1.00","0.39","42,306.43","USDA plant database"
"","2015","Arecibo","Camuy","Cibao","Ají dulce","Capsicum chinense","Quintal","91","9,137.00","4,144.47","2.75","1.08","116,342.67","2.25","0.88","95,189.46","USDA plant database"
"","2016","Arecibo","Camuy","Cibao","Ají dulce","Capsicum chinense","Quintal","164","16,400.00","7,438.91","6.00","2.35","253,838.57","4.50","1.76","190,378.93","USDA plant database"
"","2015","Caguas","Cidra","Ceiba","Ají dulce","Capsicum chinense","Quintal","10","1,000.00","453.59","1.00","0.39","42,306.43","1.00","0.39","42,306.43","USDA plant database"
